text,rankings,y_true,raw_results
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: how long does fridge stay cold without power
Passage 1: The liver is an accessory organ (i.e. it assists the digestive process, e.g. by supplying substances useful to the digestive process - but ingested material does not pass through the liver). The liver is the largest organ in the body, the skin being the largest organ of the body.
Passage 2: Background and Purpose— Little is known about the relevance of age related white matter lesions (WMLs) concerning outcome after first-ever territorial stroke. Based on an index patient, we hypothesized that age and pre-existent WMLs rather than infarct volume and topography determine outcome.
Passage 3: Perishable food in a refrigerator lasts about four hours without power, as long as the door is kept closed. Opening the door lets some of the cold escape and increases the temperature in the fridge, so keep it closed as long as possible.A refrigerator thermometer helps you keep an eye on the temperature.reezer. Items stored in a freezer compartment will last longer than in the fridge because the temperature is cooler and the items have been frozen. A freezer that's full may keep food cool enough to be safe for 24 hours. Freezer food that thaws to above 40 degrees Fahrenheit for more than two hours should be discarded.
Passage 4: The refrigerator: how long will foods remain safe without power? · All foods: at least 4 hours, if the fridge is left unopened. · Discard after 4 hours without power: Meat, poultry, fish, milk, eggs, cooked leftovers, soft cheeses, deli cold cuts/salads and other perishable foods. Approximately 48 hours, if the freezer is full. · Approximately 24 hours, if the freezer is half-full. Keep the freezer door closed as much as possible to maintain its cold temperature.
Passage 5: wtopstaff | November 14, 2014 9:00 am. Download audio. WASHINGTON – Power outages that last days mean you will probably need to throw out a lot of food in your refrigerator and freezer. Foods will stay safely cold 4 to 6 hours in your refrigerator.Here’s the rule of thumb: If the temperature reaches above 40 degrees, throw out what’s in your refrigerator and freezer. Your freezer will stay cold for two days if it’s full and one day if it’s half full.ownload audio. WASHINGTON – Power outages that last days mean you will probably need to throw out a lot of food in your refrigerator and freezer. Foods will stay safely cold 4 to 6 hours in your refrigerator.

## Ranking: 5, 4, 3, 1, 2","[3, 4, 5, 1, 2]","[5, 4, 3, 1, 2]","3, 4, 5, 1, 2"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: on what side of your body is your liver
Passage 1: Posted By: past-MIdirector on 08/09/11 08:23pm. Running Amps is about the same for both. I would go any small than a 3000 watt generator. At 3000 the generator will not be running at full load the whole time. Posted By: TexasTiger220 on 08/09/11 08:58pm.
Passage 2: For a harmonized and efficient application of regulatory provisions specific to nanomaterials, the Commission adopted the Recommendation on the definition of a nanomaterial. The definition is currently under review. In REACH, nanomaterials are treated as any other chemicals.
Passage 3: Best Answer: Put your right hand in front of you with the palm of the hand facing you and the fingers pointed toward the middle of your chest. Lower your hand down passed your breast to the lowest part of the front of your rib cage. This is where your liver is located. The liver has two main lobes: the right and left. They are connected together. The right lobe is the farthest to the right and large, the left lobe is smaller and extends toward the middle of the abdomen, where your sternum comes down. The liver is located in the upper right hand quadrant of the abdomen (in the front part of the body) up under the rib cage. 3D image of the liver: http://pie.med.utoronto.ca/VLiver/ The liver in relation to the entire body: http://www.merckmanuals.com/home/fundame...
Passage 4: 1 doctor agreed: 1  Lower side: Usually when people have left lower side body/ abdominal aches, i think of the following, the ovaries, and the sigmoid colon usually are the common things. 2  Muscular pain: It could be musculoskeletal pain but the best way to determine this is with a good physical exam.
Passage 5: 1 doctor agreed: 1  Lower side: Usually when people have left lower side body/ abdominal aches, i think of the following, the ovaries, and the sigmoid colon usually are the common things. ...Read more. 2  Muscular pain: It could be musculoskeletal pain but the best way to determine this is with a good physical exam.

## Ranking: 5, 4, 1, 2, 3","[3, 4, 5, 2, 1]","[5, 4, 1, 2, 3]","3,4,5,2,1"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: does mucus from your nose go to your lungs
Passage 1: Illustration depicting the movement of mucus in the respiratory tract. In the human respiratory system, mucus aids in the protection of the lungs by trapping foreign particles that enter them, in particular, through the nose, during normal breathing.
Passage 2: Ancient Civilizations The history of civilization is a long one. This sites take you way back into history to see human civilization as it first looked. Ancient Civilizations in General Ancient civilizations arose all over the world.ncient Civilizations The history of civilization is a long one. This sites take you way back into history to see human civilization as it first looked. Ancient Civilizations in General Ancient civilizations arose all over the world.
Passage 3: COPD (chronic obstructive pulmonary disease) is a long-term illness that makes it hard to breathe. When you have COPD, air does not flow easily into and out of your lungs. You may be short of breath, cough a lot, and have a lot of mucus in your lungs. Learning to clear your lungs may help you save energy and oxygen and may also help prevent lung infections. There are three things you can do to clear your lungs: Controlled coughing. This type of coughing comes from deep in your lungs.
Passage 4: In general, nasal mucus is clear and thin, serving to filter air during inhalation. During times of infection, mucus can change color to yellow or green either as a result of trapped bacteria or due to the body's reaction to viral infection.
Passage 5: PROS: In most every case the performance of a motor is drastically increased with a properly tuned Xchamber, and the #1 pure performance booster in my book. CONS: For the 'shock wave' of the exhaust cycle to be perfectly timed with the motor to do its job the pipe needs to be tuned.

## Ranking: 1, 5, 2, 3, 4","[1, 3, 4, 5, 2]","[1, 5, 2, 3, 4]","1, 3, 4, 5, 2"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: what causes a fungal infection
Passage 1: Blue Cross can answer your questions or help you choose the benefits or insurance product that is right for you. The following list provides the contact information for each Blue Cross office in Canada:
Passage 2: Primary Cause of Fungal infections. The primary cause of Fungal infections is the result: 1  of transmission of an infectious agent by another person by one or more of the following: saliva, air, cough, fecal-oral route, surfaces, blood, needles, blood transfusions, sexual contact, mother to fetus, etc.auses of Types of Fungal infections: Review the cause informationfor the various types of Fungal infections: 1  Candida. 2  Vaginal Candidiasis. 3  Oral thrush. 4  Athlete's foot. 5  Tinea. 6  Yeast infections. 7  Ringworm-not a worm but a fungus.
Passage 3: Athlete's Foot. Athlete's foot, also called tinea pedis, is a fungal infection of the foot. It causes peeling, redness, itching, burning, and sometimes blisters and sores.Athlete's foot is a very common infection.The fungus grows best in a warm, moist environment such as shoes, socks, swimming pools, locker rooms, and the floors of public showers. It is most common in the summer and in warm, humid climates. It usually occurs between the two smallest toes. 2  This form of athlete's foot can cause itching, burning, and scaling and the infection can spread to the sole of the foot. 3  Moccasin: A moccasin-type infection of athlete's foot can begin with a minor irritation, dryness, itching, or scaly skin.
Passage 4: Thank you for your picture. Surgical glue usually start to peel in about 2 to 3 weeks. I asked the patient to start to remove flakes that are easy and I start to remove flakes that are more difficult at that 2 to 3 week mark.
Passage 5: Most are caused by the same type of fungus that causes athlete's foot. Fungi grow best in warm, moist places, and they can spread from person to person. You can get a fungal nail infection from walking barefoot in public showers or pools or by sharing personal items, such as towels and nail clippers. fungal nail infection could lead to more serious problems if you have diabetes or a weak immune system. Talk to your doctor about the best way to treat a nail infection if you have one of these problems. Yeasts, molds, and different kinds of fungi can cause fungal nail infections.

## Ranking: 5, 1, 3, 4, 2","[2, 5, 3, 4, 1]","[5, 1, 3, 4, 2]","2, 5, 3, 4, 1"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: symptoms of damaged pancreas site:webmd.com
Passage 1: What does imperviousness mean? Definitions for imperviousness Here are all the possible meanings and translations of the word imperviousness.
Passage 2: For acute pancreatitis symptoms include: 1  Sudden, intense pains in the middle of the upper abdomen, often beginning 12 to 24 hours after a large meal or a bout of heavy drinking. The pain may radiate to your back. 2  Fever.  Nausea or vomiting.
Passage 3: Iowa State senior Mitrou-Long honors mom with name change. Iowa State senior honoring his mom this season by going with his full name, Nazareth Mitrou-Long.riving to the basket, Iowa State's #15 Naz Long, right, got tangled up with Northern Illinois' #32 Aksel Bolin, left, during men's basketball game at Hilton Coliseum in Ames on Tuesday night Dec. 31, 2013.
Passage 4: Examples of impervious in a Sentence. … Berlin struck me, above all, as impervious to any political reactions whatever … —Stephen Spender, New York Times Magazine, 30 Oct.1977. He looked at her, impervious to her tears … —Jean Stafford, Children Are Bored on Sunday, (1945) 1953.
Passage 5: If you use a quit aid containing nicotine, you will taper off of nicotine during the course of the prescribed therapy. This eases the symptoms of nicotine withdrawal considerably. Just be careful to follow the directions for the NRT of your choice carefully, ending as recommended by the manufacturer or your doctor.

## Ranking: 2, 1, 5, 3, 4","[2, 5, 1, 4, 3]","[2, 1, 5, 3, 4]","2,5,1,4,3"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: what bmi is considered obese for adults
Passage 1: Popularity of the Name. The name Dáire is ranked on the 102,342nd position of the most used names. It means that this name is rarely used. We estimate that there are at least 300 persons in the world having this name which is around 0.001% of the population. The name Dáire has five characters. It means that it is relatively medium-length, compared to the other names in our database. We do not have enough data to display the number of people who were given the name Dáire for each year.
Passage 2: Statistics Of The Name Daire. How many people in the U.S have the name Daire: 119. Rank of the name Daire in the U.S.: 50,878th. How many letters are in the name Daire? 5. The Picture Of The Name Daire. Consider your name Daire as a picture. How would it look like? This will be funny! Using the meaning of Daire, we prepared this picture.
Passage 3: 1 The structure of cell wall is similar to plants but chemically the fungi cell wall are composed of chitin. 2  Fungi are heterotrophic organisms. 3  They fungi digest the food first and then ingest the food, to accomplish this the fungi produce exoenzymes. 4  Fungi store their food as starch.
Passage 4: Chittagong is the country's chief port and is the main site for the establishment of heavy, medium and light industries. Bangladesh's only steel mill and oil refinery are also located in chittagong.
Passage 5: 1 A BMI of 25 to 29.9 (yellow) is considered overweight. 2  A BMI of 30 or higher (red) is considered obese. 3  A person who has a large change in BMI, even if he or she is not overweight or underweight, should be evaluated to find the cause.

## Ranking: 3, 4, 2, 1, 5","[5, 1, 2, 3, 4]","[3, 4, 2, 1, 5]","5,1,2,3,4"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: sympathy words for death of mother
Passage 1: In cases issued before 1 April 2013, parties have to give estimates of their likely costs should the case reach a trial. They are used to give each side and the Court an idea of what the likely costs burden would be. These are submitted at the allocation and listing stage, and at any time that the Court orders them.
Passage 2: The iron stove would be located on the hearth, projecting out into the room so that the heat radiated from the stove.[1] Other stoves at the time would not use heat radiation as a way to warm up the air. To deal with the loss of heat seen in other stoves Franklin created several devices within his stove. The first was called an air box. This air box was to be used to draw fresh air into the stove to stoke the fire.[2] The second device for the Franklin Stove was known as the Air Siphon.
Passage 3: Bromine is rarer than about three-quarters of elements in the Earth 's crust. The high solubility of bromide ions has caused its accumulation in the oceans, and commercially the element is easily extracted from brine pools, mostly in the United States, Israel and China.s a result, many organobromide compounds that were formerly in common use—such as the pesticide, methyl bromide —have been abandoned. Bromine compounds are still used for purposes such as in well drilling fluids, in photographic film, and as an intermediate in the manufacture of organic chemicals.
Passage 4: Despite an increased understanding of the need for - and the use of - evaluation, however, a basic agreed-upon framework for program evaluation has been lacking. In 1997, scientists at the United States Centers for Disease Control and Prevention (CDC) recognized the need to develop such a framework.
Passage 5: Sympathy Card Messages for the Death of a Mom. The loss of a mother is a great loss. Finding the right words of sympathy to condole someone who lost his/her mom can be a real challenge. Most people will lose their mom some time during their lifetime.

## Ranking: 5, 4, 2, 3, 1","[5, 4, 3, 2, 1]","[5, 4, 2, 3, 1]","5,4,3,2,1"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: what bachelors degree do you get to be a high school coach
Passage 1: The majority of high school basketball coaches also teach physical education classes. State or school district standards often require them to hold bachelor’s degrees in physical education, sports and leisure studies, sports management, athletic training or kinesiology.ome school districts allow coaches to work at a high school as an administrator, and these coaches must meet degree requirements, too. Administrative positions include principals, assistant principals, librarians and athletic directors.
Passage 2: To complete a bachelor's degree program with a major in coaching, students usually complete about 130 hours of coursework in broad subjects like sport management, athletic training and physical education.Common class topics can also include: 1  Injury prevention and safety.o complete a bachelor's degree program with a major in coaching, students usually complete about 130 hours of coursework in broad subjects like sport management, athletic training and physical education. Common class topics can also include: 1  Injury prevention and safety.
Passage 3: Export Pictures from OS X Photos App into OneDrive. The first you will need to have is the OneDrive client for Mac installed. You can download it from the Mac App Store for free. Launch Photos from the Dock or press Command + Space key then type: photos then hit Enter. Select any of your photos, and then click File > Export > Export Unmodified Original for Photos. Leave the default as is then click Export. Navigate to your OneDrive folder then click Export originals.
Passage 4: The IRS demands to know about all of a taxpayer's worldwide income, taxable or otherwise. Money that is paid to U.S. citizens or resident aliens as wages, independent contractor payments or unearned income from pensions, rents, royalties and investments may all be subject to tax by the IRS.There are some exceptions for U.S. taxpayers who live abroad. See IRS Publication 525 for more information.oney that is paid to U.S. citizens or resident aliens as wages, independent contractor payments or unearned income from pensions, rents, royalties and investments may all be subject to tax by the IRS. There are some exceptions for U.S. taxpayers who live abroad. See IRS Publication 525 for more information.
Passage 5: As is the case with most bachelor's degrees, a sports coaching degree takes about four years and required a high school diploma or GED for entrance. This degree can lead to coaching jobs at educational institutions like high schools and universities.Some coaching jobs require further certification before employment.ost high schools require a coaching certification by the state in which you wish to coach. Some colleges also require this. Requirements for certification vary by state, but usually include certification in CPR, successful completion of an exam and participation in a coaching activity through a camp or clinic.

## Ranking: 2, 1, 5, 4, 3","[1, 2, 5, 4, 3]","[2, 1, 5, 4, 3]","1, 2, 5, 4, 3"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: what is a tic disorder
Passage 1: International BSL. Many foreign countries have enacted breed-specific legislation as well, including: Canada, Great Britain, Germany, France, Ireland, Australia, and more. Please see a full list of these countries. 1  Ireland Dog Control Act | Dublin Breen Ban.
Passage 2: Breed-specific legislation falls into several categories. The most publicized is a breed ban, which prohibits the future ownership and reproduction (breeding) of a specific dog breed, chiefly pit bulls. All well-written bans allow existing pit bulls to remain with their owners.
Passage 3: 2014 TV Season Finale Calendar: When Does Your Favorite Show End? Summer is coming. While we welcome the idea of sun, sand and popsicles returning to our lives, it's hard to fully celebrate when we have to say goodbye to some of our TV obsessions as they sign off for the season. More than three months without Scandal, Glee and The Vampire Diaries?! We're already going through withdrawals.
Passage 4: Gender: Female. Usage: Gin is a popular first name. It is more often used as a girl (female) name. People having the name Gin are in general originating from Japan, United States of America.
Passage 5: Click here to view videos depicting tics and Tourette syndrome (Members Only) A “tic” is an involuntary movement or vocalization that is usually sudden onset, brief, repetitive, stereotyped but non rhythmical in character, frequently imitating normal behavior, often occurring out of a background of normal activity.

## Ranking: 4, 2, 5, 3, 1","[5, 1, 2, 4, 3]","[4, 2, 5, 3, 1]","5,1,2,4,3"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: what causes cramps in my neck
Passage 1: From legs to chest hair to tongues, here are five of the wackiest celebrity insurance policies. 1. Shirley MacLaine's Alien Abduction. Storied actress Shirley MacLaine is the owner of one of the most bizarre insurance policies in Hollywood, reports Parade Magazine.
Passage 2: Quality issues include: 1  Ratios of staff to patients. Advocacy groups are pushing for increased staff-to-patient ratios in nursing homes. 2  Elder abuse. It is important for nursing home personnel to look for signs of abuse or neglect when a resident checks in and during a resident's stay. 3  Reimbursement.
Passage 3: 12:35: Rock groupie is railing on Gene for things he didn’t say. She obviously has been pumped and dumped by rock stars and is not happy about it. 17:10: Audience girl on the right wants to bang. ~18:30: There seems to be a hierarchy with bands—not all bands get equal amounts of pussy.
Passage 4: 1 In creating a RFID Blocking Duct Tape Wallet, the only step that needs to be modified is the first one. 2  To create a sheet of RFID Blocking tape, simply place a sheet of foil on the table, and place strips of Duct Tape overlapping on top. To create a sheet of RFID Blocking tape, simply place a sheet of foil on the table, and place strips of Duct Tape overlapping on top. 2  Once created, the sheet can be cut with scissors to the sizes needed to continue making the wallet.
Passage 5: The most common causes of neck cramps or spasms are torticollis, sprain or strain, and muscle spasm. Other possible causes, such as gastroesophageal reflux disease (gerd), are more rare.ithin all the people who go to their doctor with neck cramps or spasms, 67% report having neck pain, 46% report having back pain, and 33% report having shoulder cramps or spasms. 1  Neck pain 67. 2  Back pain 46. 3  Shoulder cramps or spasms strong predictor 33. 4  Arm pain 33. 5  Headache 25. 6  Back cramps or spasms strong predictor 25.

## Ranking: 3, 4, 5, 2, 1","[5, 1, 2, 4, 3]","[3, 4, 5, 2, 1]","5, 1, 2, 4, 3"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: what county is bay saint louis ms in
Passage 1: Protect edamame plants if such varmints frequent your garden. Edamame has a narrow harvest window of three to seven days, after which the plant is finished. Use succession planting at 7- to 14-day intervals for a longer harvest window. Set individual plants 12 to 18 inches apart; wider spacing leads to higher yields. On average, expect 2.5 pounds of pods per plant.
Passage 2: One of the most important functions of animals is to help disperse seeds and pollinate plants. This provides vital support to a variety of fruit and vegetable crops, many of which would not survive without the help of animals. Primates, for example, help to disperse seeds through the fruits they eat. Bats also help spread seeds and pollinate a variety of plants. Bees are the most important animal to plant ecosystems.
Passage 3: Homefacts City Report. Bay St. Louis is located in Hancock County, MS. The population is 9,614, making Bay St. Louis the largest city in Hancock County. There are 4 public schools in Bay St. Louis with an average Homefacts rating of B+. The total crime rate for Bay St. Louis is high, and there are 48 registered sex offenders residing in the city.
Passage 4: Hancock County Farmers Market, Bay St. Louis, Mississippi added 4 new photos. Hancock County Farmers Market at 3068 Longfellow, Bay St. Louis opens at 8 am. Come out & see what's new & fresh this morning.
Passage 5: New On The Blog. 1  Hancock Chamber Launches New Young Professionals Networking Group The Hancock Chamber of Commerce is launching a new networking group for Young Professionals (HYP). The kick off event is Thursday, April 6th from 5-7pm at Trapani’s Eatery on the Beach in Bay St. Louis. Chaired by Mary Wilson Cowand … Read more.

## Ranking: 4, 5, 1, 2, 3","[3, 4, 5, 2, 1]","[4, 5, 1, 2, 3]","3, 4, 5, 2, 1"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: medications prescribed for hemorrhoids
Passage 1: Here are some nonsurgical treatment options for hemorrhoids: 1  lifestyle modification such as increased consumption of fiber and fiber supplements can help with bleeding, itching and pain. 2  steroid creams or suppositories. 3  topical nifedipine and lidocaine (shown to help in a small randomized-control trial)
Passage 2: There are two ways to record video on Xbox One. First, you can say Xbox, record that, and the system will automatically isolate the last 30 seconds for faster editing later on.You can also launch GameDVR and select the interval of time you want to save from choices of 30 seconds, 45 seconds, 1 minute, 3 minutes, or 5 minutes.here are two ways to record video on Xbox One. First, you can say Xbox, record that, and the system will automatically isolate the last 30 seconds for faster editing later on.
Passage 3: Top 20 Prescription Medications for Hemorrhoids. Hemorrhoids are definitely a big problem, often making it hard for sufferers to live a normal lifestyle due to their symptoms. Fortunately, hemorrhoids aren’t as problematic as it used to be. This particular condition can now be treated with the right medication. Mild cases of hemorrhoids require only over the counter medication and some lifestyle changes. For severe cases however or for those who want to wipe out the problem immediately, there are prescription medications available today.
Passage 4: Notes. 1  Pseudonym for Toshiyuki Tsuru. 2  Credited as シリーズディレクター (Series Director) 3  Credited as コンセプトワーク (Conception Work) 4  The host is known as a jinchuriki in the story. It is a human being in the Ninja World who has a Tailed Beast inside of them. 5  In Naruto, a jutsu is a skill or a technique involving supernatural abilities.
Passage 5: Comment from: wilks, 55-64 Male (Patient) Published: May 06. I had 20 years of suffering from hemorrhoids, trying this cream, that diet, until I finally discovered witch hazel. It cleared them up in a couple of days, such a relief. Just dab a bit on after showering, bathing or visiting the loo.

## Ranking: 1, 4, 5, 3, 2","[3, 1, 5, 4, 2]","[1, 4, 5, 3, 2]","3, 1, 5, 4, 2"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: is fear the walking dead part of the walking dead?
Passage 1: What are trans fats? Artificial trans fats can be formed when oil goes through a process called hydrogenation, which makes the oil more solid (known as hardening). This type of fat, known as hydrogenated fat, can be used for frying or as an ingredient in processed foods. Artificial trans fats can be found in some processed foods such as biscuits and cakes, where they are sometimes used to help give products a longer shelf life.
Passage 2: Home > Cable Companies > Comcast. Comcast 800 Phone Number New Service, Moving, Promotions: 1-844-729-5221 Comcast Customer Service Number: 1-844-729-5221. Below is the automated phone menu for the toll free 1-800 number for Comcast customer support. Call Comcast on this number for billing, tech support and customer help.
Passage 3: FINALLY, we are able to officially announce that FEAR THE WALKING DEAD is the title of The Walking Dead companion series coming later this summer! IT'S OFFICIAL! The walking dead companion show on AMC is called FEAR THE WALKING DEAD! Expect more news very soon!
Passage 4: Fear the Walking Dead: Flight 462 premiered the second installment in its 16-part web series on Oct. 18. This time, viewers were given clues as to who will be the first victim on the commercial airliner. Photo: AMC.
Passage 5: The working title for The Walking Dead spinoff is Fear the Walking Dead.. Photo: AMC. UPDATE: AMC has now made the title Fear the Walking Dead the official name of The Walking Dead spinoff series. “Walking Dead” fans are dying to get a bite of the new spinoff series, and we’ve got just that. Despite rumors of a name circulating, a rep for AMC has confirmed to International Business Times that “Fear the Walking Dead” is the “working title” for the upcoming show.

## Ranking: 4, 5, 2, 3, 1","[3, 5, 4, 2, 1]","[4, 5, 2, 3, 1]","3, 5, 4, 2, 1"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: causes for loss of equilibrium
Passage 1: 1 Unique Physical and Chemical Properties of Water. Chemical Properties. 2  Forces on Soil Water. Adhesion: The attraction o f soil water to soil particles. 3  Types of Water associated with the Soil. Three basic types or forms of soil water. 4  Soil Moisture Tension or Soil Water Potential.
Passage 2: Unsteadiness (disequilibrium) or loss of balance when standing or walking are often experienced along with vertigo and other types of dizziness. The causes include: Inner ear problems. These can cause sensations of floating or unsteadiness, especially in the dark. Vision problems.
Passage 3: Stay in the Heart of Victoria. This historic downtown Victoria hotel features on-site restaurants and rooftop sand volleyball courts. Just a 4-minute walk from Prince of Whales Whale Watching Tours, it has rooms with free Wi-Fi.
Passage 4: Along with the vertigo, you may also experience. 1  dizziness and lightheadedness. 2  unsteadiness and loss of balance. 3  blurred vision. 4  rapid side-to-side eye movements that are not under your control. 5  nausea and vomiting. 6  migraine.
Passage 5: Meniere’s disease changes the volume of fluid in your ear, causing balance problems, hearing loss, and ringing in your ears. Its cause is unknown. Head injury, strenuous physical activity, ear infections, and atmospheric pressure changes can cause inner ear fluid to leak into your middle ear. This can cause balance problems. Sea travel can cause balance problems that may take hours, days, or months to clear up. A tumor, such as an acoustic neuroma, can also cause balance problems. Who Is at Risk of Balance Problems? You may be at risk of balance problems if you’re on medication, suffering from a viral infection, experiencing inner ear problems, or recovering from a head injury.

## Ranking: 4, 1, 5, 3, 2","[5, 2, 4, 1, 3]","[4, 1, 5, 3, 2]","5,2,4,1,3"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: at what age are you elderly
Passage 1: Why don't you just skip the 12 outlet and install an Inverter. Find out the wattage capacity for your CPAP then install the inverter which automatically converts the 12v battery to 110v for your CPAP. In other forums I belong to this is a very successful option.hy don't you just skip the 12 outlet and install an Inverter. Find out the wattage capacity for your CPAP then install the inverter which automatically converts the 12v battery to 110v for your CPAP. In other forums I belong to this is a very successful option.
Passage 2: Elementary students can be tutored with the completion of their homework before play and parents are able to provide snacks and meals for their child while they exercise. Please contact Powerhouse Gym Aiea for further information on Child Care fees and rules.
Passage 3: A recent New York Times story calls a 69-year-old woman elderly. Philadelphia Metro considers 70 to be elderly. When NPR ran a story recently about a 71-year-old midwife, some readers objected to the word elderly in the original headline.
Passage 4: The calculation of flight time is based on the straight line flight distance from United States to India (as the crow flies), which is about 8,422 miles or 13 554 kilometers. Your trip begins in the United States. It ends in India. Your flight direction from United States to India is North (7 degrees from North).
Passage 5: Chrome plate-type receptacle installed in dinette. Example wiring of receptacle. Scotchlock wiring splicer. Now you may not need to charge all of your devices at one time and you could by a 2 or 3-into-1 receptacle adapter to plug in to the lone 12-volt receptacle.hrome plate-type receptacle installed in dinette. Example wiring of receptacle. Scotchlock wiring splicer. Now you may not need to charge all of your devices at one time and you could by a 2 or 3-into-1 receptacle adapter to plug in to the lone 12-volt receptacle.

## Ranking: 2, 4, 1, 3, 5","[3, 2, 1, 5, 4]","[2, 4, 1, 3, 5]","3, 2, 1, 5, 4"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: how long is strep throat last
Passage 1: Of the following statements about Earth's magnetic field, which are true. - The locations of Earth's magnetic poles have moved through time and have even reversed in polarity.- The magnetic field is oriented horizontal (parallel) to Earth's surface at the magnetic equator.f the following statements about Earth's magnetic field, which are true. - The locations of Earth's magnetic poles have moved through time and have even reversed in polarity.
Passage 2: Strep throats are diagnosed by the doctor by performing the rapid strep test. Strep sore throats are persistent and more severe, and can last an average of 7 to 10 days. It is important to take action immediately if you think you have a strep throat. This is because; strep throats that are left untreated can result in serious complications such as rheumatic fever and kidney disorders.
Passage 3: In our opinion, the manner in which Mitchell Kramer portrays and interprets Benjamin Franklin represents a National Treasure and transcends time back to the founding of the USA. -Bill and Holly Mullin. Flag Day and the birthday of the United States Army, June 14, 2016.
Passage 4: George Washington Carver in 1906. George Washington Carver is known for his work with peanuts (though he did not invent peanut butter, as some may believe). However, there's a lot more to this scientist and inventor than simply being the Peanut Man. Read on for seven insights into Carver, his life and his accomplishments.
Passage 5: Liberty Street owns 1,000 of the Company's common shares, which it obtained after the record date for the Company's upcoming annual meeting. Mr. Franklin owns 10,000 of the Company's common shares, which he has held since prior to the record date for the Company's upcoming annual meeting.

## Ranking: 5, 1, 4, 3, 2","[2, 1, 4, 5, 3]","[5, 1, 4, 3, 2]","2, 1, 4, 5, 3"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: define dopamine and addiction
Passage 1: Definition of dopamine. : a monoamine C8H11NO2 that is a decarboxylated form of dopa and that occurs especially as a neurotransmitter in the brain.
Passage 2: How Addiction Hijacks the Brain. Addiction involves craving for something intensely, loss of control over its use, and continuing involvement with it despite adverse consequences. Addiction changes the brain, first by subverting the way it registers pleasure and then by corrupting other normal drives such as learning and motivation.
Passage 3: Addiction is a condition that results when a person ingests a substance (e.g., alcohol, cocaine, nicotine) or engages in an activity (e.g., gambling, sex, shopping) that can be pleasurable but the continuation of which becomes compulsive and interferes with ordinary responsibilities and concerns, such as work, relationships, or health.
Passage 4: Certain addictive chemicals are dopamine agonists (meaning that they increase dopamine levels in the body), including heroin, alcohol, nicotine, marijuana and cocaine. Cocaine and amphetamines prevent dopamine reuptake, which results in too much dopamine being left in the synapses between neurons.
Passage 5: In this lesson, learn what dopamine is and how to identify its effects on the body. Afterward, take a quiz to determine your understanding of the function of this amazing chemical. When studying the biological basis of behavior, it is important to understand the effect and properties of dopamine. Dopamine is a neurotransmitter, a chemical responsible for sending messages between the brain and different nerve cells of the body. It's responsible for many functions, including memory, sleep, mood, pleasurable reward, behavior and cognition.

## Ranking: 1, 4, 5, 3, 2","[4, 1, 5, 2, 3]","[1, 4, 5, 3, 2]","4, 1, 5, 2, 3"
